納品日,取引先コード,VDRコード,取引先名(漢字),商品コード,便,JANコード,JAN区分,商品名(漢字),DEPT-CLASS,センター入数,パック入数,JANコード下4桁,商品名(カナ)
20231226,523500,236934,敷島製パン㈱　　　　　　　　　　　　　　　　　　　,165023,1,4901820466822,1,ＬＷ　マフィンサンドハムカツ＆ポテト　　　　,14003,1,0,6822,LWﾏﾌｨﾝｻﾝﾄﾞﾊﾑｶﾂ&ﾎﾟﾃﾄ   ,
20231226,122904,236241,㈱明治　東京　　　　　　　　　　　　　　　　　　　,165791,1,4902705055773,1,●明治ブルガリアＹＧドリン　　ク４５０ｇ　　,12003,20,0,5773,ﾒｲｼﾞ ﾌﾞﾙｶﾞﾘｱYGﾄﾞﾘﾝｸ450,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,165829,1,4901085633809,1,●伊藤園　ベリーケア　　　　　１２本　　　　,12002,12,12,3809,*12*ｲﾄｳｴﾝ ﾍﾞﾘｰｹｱ      ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,166035,1,4549737023440,1,ＭｔＲカフェラッテやみつきメープル　３０本　,12009,10,10,3440,*30*MTRｶﾌｪﾗｯﾃﾔﾐﾂｷﾒｰﾌﾟﾙ,
20231226,118931,240052,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,166046,1,4901277253389,1,●エルビー　味わいカルピス　　９００ｍｌ　　,12008,12,0,3389,ｴﾙﾋﾞｰ ｱｼﾞﾜｲｶﾙﾋﾟｽ      ,
20231226,126951,218863,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,166193,1,2316619300000,14,焼ほっけほぐしご飯　　　　　　　　　　　　　,01001,24,0,6193,ﾔｷﾎｯｹｺﾞｸﾞｼｺﾞﾊﾝ        ,
20231226,122904,236241,㈱明治　東京　　　　　　　　　　　　　　　　　　　,166270,1,4902705095205,1,●明治ザバスＹＥＬＬＯＷベジタブル２５０ｍｌ,12003,24,0,5205,ﾒｲｼﾞ ｻﾞﾊﾞｽｲｴﾛｰﾍﾞｼﾞﾀﾌﾞﾙ,
20231226,126756,237299,㈱木村屋總本店　　　　　　　　　　　　　　　　　　,166309,1,4901581077763,1,ＬＷ　濃いめのむしケーキ　瀬戸内レモン　　　,14002,16,0,7763,LWｺｲﾒﾉﾑｼｹｰｷｾﾄｳﾁﾚﾓﾝ    ,
20231226,125121,228427,㈱ＳＣＩ（グルメデリカ所沢工場）　　　　　　　　　,166377,1,2316637700000,14,ツナと香り箱のサラダ巻　　　　　　　　　　　,01005,16,0,6377,ﾂﾅﾄｶｵﾘﾊﾞｺﾉｻﾗﾀﾞﾏｷ      ,
20231226,118931,240052,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,166469,1,4901277254263,1,●エルビー　潤う果実白桃　　　４５０ｍｌ　　,12002,20,0,4263,ｴﾙﾋﾞｰ ｳﾙｵｳｶｼﾞﾂﾊｸﾄｳ    ,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,166559,1,2316655900000,14,金しゃり塩にぎりセット　　　　　　　　　　　,01007,12,0,6559,ｷﾝｼｬﾘｼｵﾆｷﾞﾘｾｯﾄ        ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,166622,1,4549737023815,1,ＭｔＲカフェラッテやみつきメープル　６０本　,12009,10,10,3815,*60*MTRｶﾌｪﾗｯﾃﾔﾐﾂｷﾒｰﾌﾟﾙ,
20231226,121908,743984,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,166986,1,2316698600000,14,●細巻納豆１２巻　　　　　　　　　　　　　　,01005,18,0,6986,ﾎｿﾏｷﾅｯﾄｳ12ｶﾝ          ,
20231226,122904,236241,㈱明治　東京　　　　　　　　　　　　　　　　　　　,166991,1,4549737057162,1,●明治　ザバスミルクチョコレート　２４本　　,12003,24,24,7162,*24*ﾒｲｼﾞｻﾞﾊﾞｽﾐﾙｸﾁｮｺﾚｰﾄ,
20231226,126756,237299,㈱木村屋總本店　　　　　　　　　　　　　　　　　　,167119,1,4549737017562,1,◇ＬＷ　あらびきソーセージ　Ｃ　　　　　　　,14003,12,0,7562,LW ｱﾗﾋﾞｷｿｰｾｰｼﾞ        ,
20231226,122785,236381,雪印メグミルク㈱　関東　　　　　　　　　　　　　　,167168,1,4549737037607,1,●ドール　１００％マスカットミックス　１８本,12002,18,18,7607,*18*ﾄﾞｰﾙ100%ﾏｽｶｯﾄﾐｯｸｽ ,
20231226,118931,240052,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,167393,1,4901277252450,1,エルビー　ノンカフェインルイボスティー１Ｌ　,12008,12,0,2450,ｴﾙﾋﾞｰ ﾉﾝｶﾌｪｲﾝﾙｲﾎﾞｽﾃｨｰ ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,167775,1,4901306006924,1,●野菜生活熊本デコポンミックス１９５ｍｌ　　,12002,24,0,6924,ﾔｻｲｾｲｶﾂｸﾏﾓﾄﾃﾞｺﾎﾟﾝﾐｯｸｽ ,
20231226,126951,260398,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,168625,1,2316862500000,14,●予約弁当　寿司御膳　　　　　　　　　　　　,01100,1,0,8625,ﾖﾔｸ ｽｼｺﾞｾﾞﾝ           ,
20231226,126608,221449,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,169479,1,2316947900000,14,●ボリュームバラエティサンド　　　　　　　　,02003,20,0,9479,ﾎﾞﾘｭｰﾑﾊﾞﾗｴﾃｨｻﾝﾄﾞ      ,
20231226,118931,254363,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,169913,1,4902188927475,1,●ＮＬココア１食分の鉄分　　　１２本　　　　,12003,12,12,7475,*12*NLｺｺｱｲｯｼｮｸﾌﾞﾝﾃﾂﾌﾞﾝ,
20231226,119326,237655,タカナシ販売㈱　　　　　　　　　　　　　　　　　　,170158,1,4901777403154,1,スターバックスクリーミーティーラテ２００ｍｌ,12009,12,0,3154,ｽﾀｰﾊﾞｯｸｽ ｸﾘｰﾐｰﾃｨｰﾗﾃ   ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,170210,1,4901085639191,1,●伊藤園　毎朝快調　　　　　　３０本　　　　,12003,30,30,9191,*30* ﾏｲｱｻｶｲﾁｮｳ        ,
20231226,122785,236381,雪印メグミルク㈱　関東　　　　　　　　　　　　　　,170462,1,4549737075548,1,ドール１００％アップル　２００ｍｌ特別原価　,12002,18,18,5548,***ﾄﾞｰﾙ100%ｱｯﾌﾟﾙ      ,
20231226,122785,236381,雪印メグミルク㈱　関東　　　　　　　　　　　　　　,170902,1,4549737075555,1,ドール１００％オレンジ　２００ｍｌ特別原価　,12002,18,18,5555,***ﾄﾞｰﾙ100%ｵﾚﾝｼﾞ      ,
20231226,126420,251496,㈱ＳＣＩ（サンデリカ野田）　　　　　　　　　　　　,171070,1,2317107000000,14,●Ｌ肉厚ハンバーグサンド　　　　　　　　　　,02007,12,0,1070,ﾆｸｱﾂﾊﾝﾊﾞｰｸﾞｻﾝﾄﾞ       ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,171393,1,4966355010728,1,●果汁１００％　温州みかん　　３３０ｍｌ　　,12002,12,0,0728,ｶｼﾞｭｳ100% ｳﾝｼｭｳﾐｶﾝ    ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,171605,1,4580455816440,1,天月　カフェラテ　　　　　　　１８０ｍｌ　　,12009,12,0,6440,ｱﾏﾂｷ ｶﾌｪﾗﾃ            ,
20231226,126608,221449,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,171693,1,2317169300000,14,●具たっぷりサンド　照焼チキンたまご　　　　,02003,12,0,1693,ｸﾞﾀｯﾌﾟﾘｻﾝﾄﾞ ﾃﾘﾔｷﾁｷﾝ   ,
20231226,122785,236381,雪印メグミルク㈱　関東　　　　　　　　　　　　　　,171759,1,4549737026496,1,●ドール１００％オレンジ　２００ｍｌ特別原価,12002,18,18,6496,***ﾄﾞｰﾙ100%ｵﾚﾝｼﾞ      ,
20231226,122904,236241,㈱明治　東京　　　　　　　　　　　　　　　　　　　,172007,1,4902705081888,1,●明治　ザバスミルクカフェラテ　４３０ｍｌ　,12003,20,0,1888,ﾒｲｼﾞ ｻﾞﾊﾞｽﾐﾙｸｶﾌｪﾗﾃ    ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,172184,1,4901306006795,1,●野菜生活青森りんごミックス　２４本　　　　,12002,24,24,6795,*24*ﾔｻｲｾｲｶﾂｱｵﾓﾘﾘﾝｺﾞ   ,
20231226,126420,251496,㈱ＳＣＩ（サンデリカ野田）　　　　　　　　　　　　,172437,1,2317243700000,14,●Ｌたまご焼きとハムサンド　　　　　　　　　,02007,20,0,2437,ﾀﾏｺﾞﾔｷﾄﾊﾑｻﾝﾄﾞ         ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,172904,1,4902720150989,1,◎ＭｔＲカフェラッテ　エスプレッソ２４０ｍｌ,12009,10,0,0989,MTRｶﾌｪﾗｯﾃ ｴｽﾌﾟﾚｯｿ     ,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,173141,1,2317314100000,14,盛りすぎ！和風シーチキンマヨネーズ１３日１便,01007,1,0,3141,ﾓﾘｽｷﾞﾜﾌｳｼｰﾁｷﾝﾏﾖ  13ﾆﾁ1,
20231226,122904,236241,㈱明治　東京　　　　　　　　　　　　　　　　　　　,173172,1,4902705095465,1,●明治　ザバスミルクキャラメル２００ｍｌ　　,12003,24,0,5465,ﾒｲｼﾞ ｻﾞﾊﾞｽﾐﾙｸｷｬﾗﾒﾙ    ,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,173176,1,2317317600000,14,盛りすぎ！和風シーチキンマヨネーズ１４日１便,01007,1,0,3176,ﾓﾘｽｷﾞﾜﾌｳｼｰﾁｷﾝﾏﾖ  14ﾆﾁ1,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,173783,1,2317378300000,14,盛りすぎ！和風シーチキンマヨネーズ１５日１便,01007,1,0,3783,ﾓﾘｽｷﾞﾜﾌｳｼｰﾁｷﾝﾏﾖ  15ﾆﾁ1,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,173854,1,2317385400000,14,盛りすぎ！和風シーチキンマヨネーズ１６日１便,01007,1,0,3854,ﾓﾘｽｷﾞﾜﾌｳｼｰﾁｷﾝﾏﾖ  16ﾆﾁ1,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,173865,1,2317386500000,14,盛りすぎ！和風シーチキンマヨネーズ１７日１便,01007,1,0,3865,ﾓﾘｽｷﾞﾜﾌｳｼｰﾁｷﾝﾏﾖ  17ﾆﾁ1,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,173881,1,2317388100000,14,盛りすぎ！和風シーチキンマヨネーズ１８日１便,01007,1,0,3881,ﾓﾘｽｷﾞﾜﾌｳｼｰﾁｷﾝﾏﾖ  18ﾆﾁ1,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,173902,1,2317390200000,14,盛りすぎ！和風シーチキンマヨネーズ１９日１便,01007,1,0,3902,ﾓﾘｽｷﾞﾜﾌｳｼｰﾁｷﾝﾏﾖ  19ﾆﾁ1,
20231226,126420,251496,㈱ＳＣＩ（サンデリカ野田）　　　　　　　　　　　　,174116,1,2317411600000,14,Ｌもちもちベーグル　かぼちゃクリームチーズ　,02006,12,0,4116,ﾍﾞｰｸﾞﾙ ｶﾎﾞﾁｬｸﾘｰﾑﾁｰｽﾞ  ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,174435,1,4901306123249,1,●カゴメトマトジュース食塩無添加　２４本　　,12002,24,24,3249,*24*ﾄﾏﾄｼﾞｭｰｽｼｮｸｴﾝﾑﾃﾝｶ ,
20231226,126420,251496,㈱ＳＣＩ（サンデリカ野田）　　　　　　　　　　　　,174540,1,2317454000000,14,●Ｌこだわりビーフの肉肉×チーズバーガー　　,02006,16,0,4540,ｺﾀﾞﾜﾘﾋﾞｰﾌﾉﾆｸﾆｸﾁｰｽﾞ    ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,174692,1,4901306006788,1,●野菜生活１００青森りんごミックス１９５ｍｌ,12002,24,0,6788,ﾔｻｲｾｲｶﾂｱｵﾓﾘﾘﾝｺﾞﾐｯｸｽ   ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,174725,1,4902720155199,1,リプトンレモンティー　　　　　４５０ｍｌ　　,12005,20,0,5199,ﾘﾌﾟﾄﾝ ﾚﾓﾝﾃｨｰ450ML     ,
20231226,126951,218863,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,174771,1,2317477100000,14,盛りすぎ！金しゃり炙り帆立と切昆布６日１便　,01007,1,0,4771,ﾓﾘｽｷﾞｷﾝｼｬﾘﾎﾀﾃｺﾝﾌﾞ6ﾆﾁ1 ,
20231226,118931,254363,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,174825,1,4902188927277,1,●ＮＬメロン１食分のマルチビタミン　１２本　,12002,12,12,7277,*12*NLﾒﾛﾝｲｯｼｮｸﾌﾞﾝﾉﾏﾙﾁ ,
20231226,122785,236381,雪印メグミルク㈱　関東　　　　　　　　　　　　　　,174868,1,4549737028100,1,●ドール１００％アップル　２００ｍｌ特別原価,12002,18,18,8100,***ﾄﾞｰﾙ100%ｱｯﾌﾟﾙ      ,
20231226,126951,218863,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,175015,1,2317501500000,14,盛りすぎ！金しゃり炙り帆立と切昆布７日１便　,01007,1,0,5015,ﾓﾘｽｷﾞｷﾝｼｬﾘﾎﾀﾃｺﾝﾌﾞ7ﾆﾁ1 ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,175125,1,4902720152792,1,ＭｔＲカフェラッテモカチーノ　２４０ｍｌ　　,12009,10,0,2792,MTRｶﾌｪﾗｯﾃﾓｶﾁｰﾉ        ,
20231226,126951,218863,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,175383,1,2317538300000,14,盛りすぎ！金しゃり炙り帆立と切昆布８日１便　,01007,1,0,5383,ﾓﾘｽｷﾞｷﾝｼｬﾘﾎﾀﾃｺﾝﾌﾞ8ﾆﾁ1 ,
20231226,126951,218863,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,175384,1,2317538400000,14,盛りすぎ！金しゃり炙り帆立と切昆布９日１便　,01007,1,0,5384,ﾓﾘｽｷﾞｷﾝｼｬﾘﾎﾀﾃｺﾝﾌﾞ9ﾆﾁ1 ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,175483,1,4521666400000,2,●キリン　おいしい免疫ケア睡眠　１００ｍｌ　,12003,30,0,6664,ｷﾘﾝ ｵｲｼｲﾒﾝｴｷｹｱ ｽｲﾐﾝ   ,
20231226,126951,218863,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,175526,1,2317552600000,14,盛りすぎ！金しゃり炙り帆立と切昆布１０日１便,01007,1,0,5526,ﾓﾘｽｷﾞｷﾝｼｬﾘﾎﾀﾃｺﾝﾌﾞ10ﾆﾁ1,
20231226,126951,218863,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,175527,1,2317552700000,14,盛りすぎ！金しゃり炙り帆立と切昆布１１日１便,01007,1,0,5527,ﾓﾘｽｷﾞｷﾝｼｬﾘﾎﾀﾃｺﾝﾌﾞ11ﾆﾁ1,
20231226,126951,218863,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,175557,1,2317555700000,14,盛りすぎ！金しゃり炙り帆立と切昆布１２日１便,01007,1,0,5557,ﾓﾘｽｷﾞｷﾝｼｬﾘﾎﾀﾃｺﾝﾌﾞ12ﾆﾁ1,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,175598,1,4909411090838,1,●キリン　おいしい免疫ケア睡眠３０本　　　　,12003,30,30,0838,*30*ｷﾘﾝ ｵｲｼｲﾒﾝｴｷｹｱｽｲﾐﾝ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,175644,1,4901306004081,1,●秋のフルーツこれ１本　　　　２００ｍｌ　　,12002,24,0,4081,ｱｷﾉﾌﾙｰﾂｺﾚｲｯﾎﾟﾝ        ,
20231226,119326,237655,タカナシ販売㈱　　　　　　　　　　　　　　　　　　,175844,1,4901777404748,1,スターバックス　ハニーオーツラテ１８０ｍｌ　,12009,12,0,4748,ｽﾀｰﾊﾞｯｸｽ ﾊﾆｰｵｰﾂﾐﾙｸﾗﾃ  ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,176444,1,4971777297589,1,●ＮＬ１日不足分の鉄分のむＹＧベリー１９０ｇ,12009,12,0,7589,NL1ﾆﾁﾌｿｸﾌﾞﾝﾃﾂﾌﾞﾝYGﾍﾞﾘｰ,
20231226,126420,251496,㈱ＳＣＩ（サンデリカ野田）　　　　　　　　　　　　,176523,1,2317652300000,14,Ｌ黒胡椒チーズのポテトサラダとハムのサンド　,02007,20,0,6523,ｸﾛｺｼｮｳﾁｰｽﾞﾉﾎﾟﾃﾄｻﾗﾀﾞﾄﾊﾑ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,176615,1,4580455817584,1,猿田彦珈琲ココア　　　　　　　２２０ｍｌ　　,12009,12,0,7584,ｻﾙﾀﾋｺｺｰﾋｰｺｺｱ          ,
20231226,122785,236381,雪印メグミルク㈱　関東　　　　　　　　　　　　　　,176655,1,4549737062685,1,●ドール　１００％マスカットミックス　１８本,12002,18,18,2685,*18*ﾄﾞｰﾙ100%ﾏｽｶｯﾄﾐｯｸｽ ,
20231226,126756,237299,㈱木村屋總本店　　　　　　　　　　　　　　　　　　,176956,1,4901581077756,1,ＬＷ　濃いめのむしケーキロイヤルミルクティー,14002,16,0,7756,LWｺｲﾒﾉﾑｼｹｰｷﾛｲﾔﾙﾐﾙｸﾃｨｰ ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,177810,1,4901306004098,1,●秋のフルーツこれ１本　　　　２４本　　　　,12002,24,24,4098,*24*ｱｷﾉﾌﾙｰﾂｺﾚｲｯﾎﾟﾝ    ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,177919,1,4901085624418,1,●伊藤園　栄養強化型１日分の野菜　２４本　　,12002,24,24,4418,*24*ｴｲﾖｳｷｮｳｶｶﾞﾀｲﾁﾆﾁﾌﾞﾝ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,178280,1,4549737062739,1,ＭｔＲカフェラッテモカチーノ　３０本　　　　,12009,10,10,2739,*30*MTRｶﾌｪﾗｯﾃﾓｶﾁｰﾉ    ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,178808,1,4902081042541,1,●ＮＬたんぱく質１０ｇのむＹＧバナナ１９０ｇ,12009,20,0,2541,NLﾀﾝﾊﾟｸ10GﾉﾑYGﾊﾞﾅﾅ    ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,178983,1,4901085622520,1,●伊藤園　毎日１杯の青汁２４本　　　　　　　,12002,24,24,2520,*24*ｲﾄｳｴﾝ ｱｵｼﾞﾙ       ,
20231226,118931,254363,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,179684,1,4902188126502,1,◎ＵＣ　ブラック無糖　　　　　２４０ｍｌ　　,12009,12,0,6502,UC ﾌﾞﾗｯｸﾑﾄｳ           ,
20231226,126608,221449,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,180684,1,2318068400000,14,●たまご焼きとハムレタスサンド　　　　　　　,02003,20,0,0684,ﾀﾏｺﾞﾔｷﾄﾊﾑﾚﾀｽｻﾝﾄﾞ      ,
20231226,523500,236934,敷島製パン㈱　　　　　　　　　　　　　　　　　　　,181288,1,4901820421067,1,ＬＷ　ピリ辛チキン南蛮マフィン　　　　　　　,14003,1,0,1067,LWﾋﾟﾘｶﾗﾁｷﾝﾅﾝﾊﾞﾝﾏﾌｨﾝ   ,
20231226,126616,221121,㈱ＳＣＩ（サンデリカ町田）　　　　　　　　　　　　,181546,1,2318154600000,14,●Ｌ照焼チキンたまごサンド　　　　　　　　　,02007,25,0,1546,ﾃﾘﾔｷﾁｷﾝﾀﾏｺﾞｻﾝﾄﾞ       ,
20231226,118931,240052,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,184171,1,4901277253891,1,●エルビー　ラッシー　　　　　２００ｍｌ　　,12003,24,0,3891,ｴﾙﾋﾞｰ ﾗｯｼｰ            ,
20231226,118931,254363,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,184304,1,4902188026451,1,●Ｌｍ　オレンジ１００％　　　１０００ｍｌ　,12027,12,0,6451,LM ｵﾚﾝｼﾞ100%          ,
20231226,118931,240052,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,184577,1,4901277253907,1,●エルビー　ラッシー　　　　　２４本　　　　,12003,24,24,3907,*24*ｴﾙﾋﾞｰ ﾗｯｼｰ        ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,184782,1,4902720157490,1,リプトン牛乳プリン紅茶ラテ　　４５０ｍｌ　　,12005,20,0,7490,ﾘﾌﾟﾄﾝ ｷﾞｭｳﾆｭｳﾌﾟﾘﾝｺｳﾁｬ ,
20231226,123358,236349,江崎グリコ㈱　　　　　　　　　　　　　　　　　　　,184818,1,4909411087104,1,◎●トロピエッセンシャルズビタミン３３０ｍｌ,12002,12,0,7104,ﾄﾛﾋﾟｴｯｾﾝｼｬﾙｽﾞﾋﾞﾀﾐﾝ    ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,185253,1,4580455817348,1,ｉｍｐｅｒｆｅｃｔ大人のカフェモカ２２０ｍｌ,12009,12,0,7348,IMPERFECTｵﾄﾅﾉｶﾌｪﾓｶ    ,
20231226,126608,221449,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,185664,1,2318566400000,14,フルーツサンド　フルーツミックス　　　　　　,02003,15,0,5664,ﾌﾙｰﾂｻﾝﾄﾞ ﾌﾙｰﾂﾐｯｸｽ     ,
20231226,126608,221449,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,186064,1,2318606400000,14,●たまごとハムレタスサンド　　　　　　　　　,02003,25,0,6064,ﾀﾏｺﾞﾄﾊﾑﾚﾀｽｻﾝﾄﾞ        ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,186258,1,4994802012452,1,●南酪　高千穂牧場のむヨーグルト２２０ｇ　　,12009,20,0,2452,ﾅﾝﾗｸ ﾀｶﾁﾎﾉﾑﾖｰｸﾞﾙﾄ     ,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,186394,1,2318639400000,14,●しば漬けしそひじきおにぎり　　　　　　　　,01007,50,0,6394,ｼﾊﾞﾂﾞｹｼｿﾋｼﾞｷｵﾆｷﾞﾘ     ,
20231226,118931,254363,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,186757,1,4902188026468,1,●Ｌｍ　アップル１００％　　　１０００ｍｌ　,12027,12,0,6468,LM ｱｯﾌﾟﾙ100%          ,
20231226,126951,218863,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,186868,1,2318686800000,14,鳥めし重（もも・むね）　　　　　　　　　　　,01001,10,0,6868,ﾄﾘﾒｼｼﾞｭｳ(ﾓﾓ･ﾑﾈ)       ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,187479,1,4571447911199,1,ＵＣ茶師十段監修甘さひかえめ本格　１８０ｍｌ,12009,12,0,1199,UCﾁｬｼｼﾞｭｳﾀﾞﾝﾏｯﾁｬﾗﾃ    ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,187482,1,4580455816884,1,コメダ　黒みつミルクコーヒー　２９０ｍｌ　　,12009,10,0,6884,ｺﾒﾀﾞ ｸﾛﾐﾂﾐﾙｸｺｰﾋｰ      ,
20231226,122904,236241,㈱明治　東京　　　　　　　　　　　　　　　　　　　,187646,1,4902705014541,1,◎●明治　ザバスミルクココア　　　２００ｍｌ,12003,24,0,4541,ﾒｲｼﾞ ｻﾞﾊﾞｽﾐﾙｸﾌﾟﾛﾃｲﾝｺｺｱ,
20231226,119326,237655,タカナシ販売㈱　　　　　　　　　　　　　　　　　　,188371,1,4901777401563,1,スターバックス　ソルティバニラ１８０ｇ　　　,12009,12,0,1563,ｽﾀｰﾊﾞｯｸｽ ｿﾙﾃｨﾊﾞﾆﾗ     ,
20231226,121304,232521,㈱ヤクルト　本社　　　　　　　　　　　　　　　　　,188755,1,4519877900000,2,●ヤクルト　ヤクルトファイブ　　８０ｍｌ　　,12003,30,0,8779,ﾔｸﾙﾄ ﾔｸﾙﾄﾌｧｲﾌﾞ        ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,188811,1,4549737101230,1,ＭｔＲクリーミーストロベリーラテ　３０本　　,12009,10,10,1230,*30*MTRｸﾘｰﾐｰｽﾄﾛﾍﾞﾘｰﾗﾃ ,
20231226,126616,221121,㈱ＳＣＩ（サンデリカ町田）　　　　　　　　　　　　,189465,1,2318946500000,14,●Ｌ照焼チキンたまごサンド　　　　　　　　　,02007,25,0,9465,ﾃﾘﾔｷﾁｷﾝﾀﾏｺﾞｻﾝﾄﾞ       ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,190498,1,4549737101247,1,ＭｔＲクリーミーストロベリーラテ　６０本　　,12009,10,10,1247,*60*MTRｸﾘｰﾐｰｽﾄﾛﾍﾞﾘｰﾗﾃ ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,190875,1,4580455816891,1,コメダ　黒みつミルクコーヒー　１０本　　　　,12009,10,10,6891,*10*ｺﾒﾀﾞ ｸﾛﾐﾂﾐﾙｸｺｰﾋｰ  ,
20231226,118931,254363,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,190931,1,4902188924634,1,ＵＣタピオカミルクティー　　　１２本　　　　,12009,12,12,4634,*12*UCﾀﾋﾟｵｶﾐﾙｸﾃｨｰ     ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,191278,1,4901306007518,1,●野菜一日これ一本冬野菜ミックス　２００ｍｌ,12002,24,0,7518,ﾔｻｲｲﾁﾆﾁｺﾚｲｯﾎﾟﾝﾌﾕﾔｻｲ   ,
20231226,523500,236934,敷島製パン㈱　　　　　　　　　　　　　　　　　　　,191329,1,4901820162496,1,パスコ　超熟ウインドスライス　　　　　　　　,14016,1,0,2496,ﾊﾟｽｺ ﾁｮｳｼﾞｭｸｳｲﾝﾄﾞｽﾗｲｽ ,
20231226,126608,221449,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,191618,1,2319161800000,14,●肉肉！こだわり２種のポテトサラダサンド　　,02003,25,0,1618,ﾆｸﾆｸ!ｺﾀﾞﾜﾘﾎﾟﾃﾄｻﾗﾀﾞｻﾝﾄﾞ,
